publisher,genres,title,release_date,price,id,developer
Awfully Nice Studios,"('Action', 'Indie')",The Bug Butcher,2016-01-19,7,350740,Awfully Nice Studios
Raphael Gervaise,"('Action', 'Adventure', 'Indie')",Parasite,2016-01-19,4,434270,Raphael Gervaise
ATLUS USA,"('Action', 'Adventure', 'Indie')",The Deadly Tower of Monsters,2016-01-19,14,353700,ACE Team
"CAPCOM Co., Ltd.","('Action', 'Adventure')",Resident Evil 0 / biohazard 0 HD REMASTER,2016-01-19,19,339340,"CAPCOM Co., Ltd."
Red Hook Studios,"('Indie', 'RPG', 'Strategy')",Darkest Dungeon®,2016-01-19,24,262060,Red Hook Studios
Aundre Rogers,"('Casual', 'Indie', 'Strategy')",Rolling Gauntlet,2016-01-15,0,434960,Aundre Rogers
Zen Labs,"('Action', 'Indie')",Protoshift,2016-01-15,0,398070,Reflextions
Black Shell Media,"('Casual', 'Indie', 'Simulation', 'Strategy')",Herding Dog,2015-12-25,2,409290,xixgames
Black Shell Media,"('Action', 'Adventure', 'Indie')",Super Ubie Island REMIX,2016-01-15,9,405860,Notion Games
Black Shell Media,"('Indie', 'Strategy')",Raining Blobs,2016-01-15,9,414370,Endi Milojkoski
Screwfly Studios,"('Indie', 'RPG', 'Simulation', 'Strategy')",Fear Equation,2016-01-15,14,428350,Screwfly Studios
"Fair Weather Studios, LLC","('Action',)",Bladestar,2016-01-15,9,424760,"Fair Weather Studios, LLC"
Degica,"('Indie', 'RPG')",Echoes of Aetheria,2016-01-15,14,354740,Dancing Dragon Games
KrupinskiArt,"('Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Early Access')",Silver Knight,2016-01-15,1,432170,Wojciech Krupinski
The Revills Games,"('Casual', 'Indie')",Chef Solitaire: USA,2016-01-15,2,432190,The Revills Games
N3V Games,"('Simulation',)",TANE DLC: Duchess,2016-01-12,18,404212,N3V Games
N3V Games,"('Simulation',)",TANE DLC: LMS Coronation Scot,2016-01-12,18,404213,N3V Games
N3V Games,"('Simulation',)",TANE DLC: SNCF BB 75000,2016-01-12,14,404220,N3V Games
N3V Games,"('Simulation',)",TANE DLC: Union Pacific GE C40-8,2016-01-12,12,404219,N3V Games
N3V Games,"('Simulation',)",TANE DLC: PRR T1,2016-01-12,17,430180,N3V Games
N3V Games,"('Simulation',)",TANE DLC: CSX Transportation GE B30-7,2016-01-12,12,404216,N3V Games
N3V Games,"('Simulation',)",TANE DLC: Chicago &amp; North Western GE C40-8,2016-01-12,12,404215,N3V Games
N3V Games,"('Simulation',)",TANE DLC: Southern Pacific GE CW44-9,2016-01-12,14,404981,N3V Games
Retroism,"('Simulation',)",Falcon,1987-01-01,6,374080,Spectrum Holobyte
Retroism,"('Simulation',)",Falcon A.T.,1988-01-01,6,286790,Spectrum Holobyte
Retroism,"('Simulation',)",Falcon 4.0,1998-01-01,6,429530,Microprose
Retroism,"('Simulation',)",Falcon Gold,1994-01-01,6,429520,Spectrum Holobyte
Aldorlea Games,"('Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy')",Beyond Reality,2016-01-08,4,428100,EternalShadow Studios
Scarlet String Studios,"('Casual', 'Free to Play', 'Indie', 'Simulation')",Sepia Tears,2016-01-08,0,429300,Scarlet String Studios
Fallen Tree Games Ltd,"('Adventure', 'Indie', 'Strategy')",Highrise Heroes: Word Challenge,2016-01-08,4,415670,Fallen Tree Games Ltd
indiemaatheus,"('Indie', 'Strategy', 'Early Access')",Evertown,2016-01-12,2,432500,indiemaatheus
Chewa,"('Action', 'Casual', 'Indie')",Psychocat: The Answer,2016-01-11,0,431910,Chewa
Artifex Mundi,"('Adventure', 'Casual')",Fairy Tale Mysteries: The Puppet Thief,2016-01-07,9,429600,"The House of Fables,Gogii Games"
Astra Game Studio,"('Action', 'Indie')",U-Boats,2016-01-07,4,404890,Astra Game Studio
Mad Otter Games,"('Simulation',)",Red Baron Pack,1990-12-19,9,263940,Mad Otter Games
Console Classics,"('Simulation', 'Sports')",The Strike,2016-01-07,9,420380,Bass Pro Shops
ZiX Solutions,"('Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy')",Blood Code,2015-12-29,6,386480,"Weixi Games,ZiX Solutions"
"Wicked Fun, Inc.","('Action', 'Free to Play', 'Indie', 'Strategy', 'Early Access')",Force of Elements,2015-12-29,0,368980,"Wicked Fun, Inc."
Cybertime System,"('Action', 'Free to Play', 'Massively Multiplayer', 'RPG')",sZone-Online,2015-12-29,0,316390,Cybertime System
Ground Up Games Pty Ltd ®,"('Action',)",Robot Tsunami,2016-01-07,9,378450,Ground Up Games Pty Ltd ®
Squiddershins,"('Adventure', 'Casual', 'Indie')",Tick Tock Isle Soundtrack,2015-12-30,0,427750,Kevin Carville
Solo Instinct,"('Casual', 'Indie', 'Simulation', 'Early Access')",Production Inc.,2015-12-31,19,378390,Solo Instinct
Black Shell Media,"('Adventure', 'Casual', 'Indie')",Anomaly 1729,2015-12-30,9,424320,"Anvil Drop, LLC"
"Andrés Calva, Luis Calva","('Action', 'Adventure', 'Indie')",ABO MANDO,2015-12-31,1,429950,UNDEAD
xdub.ru,"('Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation')",One Manga Day - Russian Voiceover,2016-01-01,0,431980,DeXP
Ludosity,"('Action', 'Adventure', 'Indie')",Princess Remedy in a World of Hurt,2014-12-01,0,407900,"Ludosity,Remar Games"
Tekitown,"('Action', 'Adventure', 'Indie')",Kill The Plumber,2015-12-31,4,420070,"Keybol,Iskander Aminov"
Daniel Mullins Games,"('Indie',)",Pony Island,2016-01-04,4,405640,Daniel Mullins Games
Daniel Mullins Games,"('Indie',)",Pony Island - Soundtrack,2016-01-04,0,428010,"Daniel Mullins Games,Jonah Senzel"
KHB-Soft,"('Action', 'Casual', 'Indie')","Linea, the Game",2016-01-04,1,428900,KHB-Soft
Anti Crunch Studios,"('Adventure', 'Indie')",Walk The Light,2016-01-04,4,428130,Anti Crunch Studios
Ryan Jensen,"('Action', 'Adventure', 'Indie')",Chowderchu,2016-01-04,4,431740,Ryan Jensen
NewWestGames,"('Adventure',)",A Wild Catgirl Appears!,2016-01-05,2,429580,NewWestGames
PIXELBUG,"('Action', 'Indie', 'RPG')",Dungeons Are Random,2016-01-05,1,431330,PIXELBUG
S Houben,"('Indie',)",Contract,2016-01-05,2,409170,"S Houben,N Tailor,A Barnett"
VDO Games,"('Action', 'Adventure', 'Indie', 'RPG')",Cally's Caves 3,2016-01-05,6,418120,VDO Games
AGM PLAYISM,"('Action', 'Indie')",Futuridium EP Deluxe,2016-01-07,9,352790,MixedBag Srl
AGM PLAYISM,"('Action', 'Indie')",Futuridium EP Deluxe Original Sound Track,2016-01-07,4,433710,MixedBag Srl
"FAT BOMB STUDIOS, LLC","('Action', 'Indie')",Quantum Lock,2015-12-14,5,411720,"FAT BOMB STUDIOS, LLC"
2Chance Projects,"('Adventure', 'Casual', 'Free to Play', 'Indie')",Frosty Kiss,2015-01-31,0,431540,"2Chance Projects,IIchan Eroge Team"
Millia Soft,"('Indie',)",Millia -The ending-,2016-01-08,4,428060,Millia Soft
CPsoft,"('Adventure', 'RPG', 'Strategy', 'Early Access')",Inside The Code,2016-01-08,6,431470,CPsoft
THQ Nordic,"('Racing', 'Simulation', 'Sports')",MX vs. ATV Supercross Encore - 2 Stroke 4 Pack,2016-01-08,1,421166,"Rainbow Studios,THQ Nordic"
THQ Nordic,"('Racing', 'Simulation', 'Sports')",MX vs. ATV Supercross Encore - Rhythm Racing Pack,2016-01-08,5,421165,"Rainbow Studios,THQ Nordic"
THQ Nordic,"('Racing', 'Simulation', 'Sports')",MX vs. ATV Supercross Encore - Copper Canyon Open World,2016-01-08,9,421164,"Rainbow Studios,THQ Nordic"
THQ Nordic,"('Racing', 'Simulation', 'Sports')",MX vs. ATV Supercross Encore - The Stewart Compound,2016-01-08,9,421163,"Rainbow Studios,THQ Nordic"
THQ Nordic,"('Racing', 'Simulation', 'Sports')",MX vs. ATV Supercross Encore - 2015 Husqvarna FC 350 MX,2016-01-08,2,429904,"Rainbow Studios,THQ Nordic"
THQ Nordic,"('Racing', 'Simulation', 'Sports')",MX vs. ATV Supercross Encore - 2015 Husqvarna FC 450 MX,2016-01-08,2,429907,"Rainbow Studios,THQ Nordic"
THQ Nordic,"('Racing', 'Simulation', 'Sports')",MX vs. ATV Supercross Encore - 2015 Husqvarna FC 250 MX,2016-01-08,2,429903,"Rainbow Studios,THQ Nordic"
THQ Nordic,"('Racing', 'Simulation', 'Sports')",MX vs. ATV Supercross Encore - 2015 Husqvarna TC 125 MX,2016-01-08,2,429905,"Rainbow Studios,THQ Nordic"
THQ Nordic,"('Racing', 'Simulation', 'Sports')",MX vs. ATV Supercross Encore - 2015 Husqvarna TC 250 MX,2016-01-08,2,429906,"Rainbow Studios,THQ Nordic"
THQ Nordic,"('Racing', 'Simulation', 'Sports')",MX vs. ATV Supercross Encore - 2015 KTM 125 SX,2016-01-08,2,429710,"Rainbow Studios,THQ Nordic"
THQ Nordic,"('Racing', 'Simulation', 'Sports')",MX vs. ATV Supercross Encore - 2015 KTM 250 SX MX,2016-01-08,2,429711,"Rainbow Studios,THQ Nordic"
Immanitas Entertainment GmbH,"('Casual', 'Indie')",Crazy Belts,2016-01-05,3,355510,jemchicomac
THQ Nordic,"('Racing', 'Simulation', 'Sports')",MX vs. ATV Supercross Encore - 2015 KTM 250 SX-F MX,2016-01-08,2,429890,"Rainbow Studios,THQ Nordic"
THQ Nordic,"('Racing', 'Simulation', 'Sports')",MX vs. ATV Supercross Encore - 2015 KTM 350 SX-F MX,2016-01-08,2,429900,"Rainbow Studios,THQ Nordic"
Fruitbat Factory,"('Action',)",Sora no Kakera - Sora Original Soundtrack,2016-01-05,7,411400,"Orange_Juice,DEKU"
Fruitbat Factory,"('Action', 'Indie')",Sora,2016-01-05,8,390730,Orange_Juice
Fruitbat Factory,"('Action',)",Celeste - Sora Extra Soundtrack,2016-01-05,5,411401,"Orange_Juice,DEKU"
Shadebob Games,"('Action', 'Adventure', 'Casual', 'Indie')",Ohio Jack and The Cup Of Eternity,2015-12-22,0,412230,Shadebob Games
"Rocketeer Games Studio, LLC","('Action', 'Casual', 'Free to Play', 'Indie', 'Simulation')",Red Crucible®: Firestorm,2015-12-22,0,298240,"Rocketeer Games Studio, LLC"
Gravity Interactive,"('Free to Play', 'Massively Multiplayer')",Dragon Saga,2010-10-28,0,381990,Gravity Interactive
N3V Games,"('Simulation',)",TANE DLC: Aerotrain,2015-12-22,17,430181,N3V Games
Colludium Ltd,"('Action', 'Indie')",Umbra: Shadow of Death,2015-12-18,3,421180,Colludium Ltd
Chubby Pixel,"('Adventure', 'Indie', 'Massively Multiplayer')",Heaven Island - VR MMO,2015-12-01,0,400250,"Fabio Ferrara,Giulia Airoldi"
THQ Nordic,"('RPG',)",Dungeon Lords Steam Edition,2005-05-01,14,271760,Heuristic Park
BrashMonkey,"('Animation &amp; Modeling', 'Design &amp; Illustration', 'Utilities')",Spriter: RPG Heroes Pack,2015-12-22,24,418320,BrashMonkey
"Rocket-Engine Co.,Ltd.","('Action', 'Indie')",The Hurricane of the Varstray -Collateral hazard-,2015-12-21,9,416380,Studio SiestA
Dovetail Games - Trains,"('Simulation',)",Train Simulator: Mosel Valley Koblenz -Trier Route Add-On,2015-12-21,29,325981,Aerosoft GmbH
"Slightly Mad Studios, BANDAI NAMCO Entertainment","('Racing', 'Simulation', 'Sports')",Project CARS - Renault Sport Car Pack,2015-12-21,3,334791,Slightly Mad Studios
Solidplasma,"('Action', 'Indie')",Respawn Man,2015-12-21,2,398940,Evan (Solidplasma) Peiperl
8Floor,"('Casual', 'Strategy')",Gnumz: Masters of Defense,2015-12-21,4,371460,Creobit
Orlyapps,"('Action', 'Indie')",Commander Cool 2,2015-12-17,2,356070,Orlyapps
Hellbent Games,"('Action', 'Adventure', 'Indie')",Wick,2015-12-17,5,418300,Hellbent Games
webgames,"('Free to Play', 'Strategy', 'Early Access')",Gunslingers,2015-12-17,0,416670,webgames
"Jundroo, LLC","('Indie', 'Simulation')",SimplePlanes,2015-12-17,12,397340,"Jundroo, LLC"
FireFly Studios,"('Simulation', 'Strategy')",Stronghold Crusader 2: Delivering Justice mini-campaign,2015-12-17,0,317590,FireFly Studios
AlikArt Studio,"('Adventure', 'Casual')",The Mystery of a Lost Planet,2015-12-17,4,400200,AlikArt Studio
Nightdive Studios,"('Action', 'Adventure')",Turok,1997-11-30,19,405820,"Iguana Entertainment,Nightdive Studios"
Northbrain,"('Action',)",FALL,2015-12-17,5,418050,Northbrain
"Math Nerd Productions, LLC","('Casual', 'Indie')",Lightbender,2015-12-17,2,415990,"Math Nerd Productions, LLC"
1C Online Games,"('Adventure', 'Casual')",The Book of Desires,2015-12-18,6,428260,Meridian'93
1C Online Games,"('Adventure', 'Casual')",Mystery of Unicorn Castle: The Beastmaster,2015-12-18,6,428280,Meridian'93
1C Online Games,"('Adventure', 'Casual')",Twilight City: Love as a Cure,2015-12-18,6,428270,Meridian'93
1C Online Games,"('Adventure', 'Casual')",Mystery Castle: The Mirror's Secret,2015-12-18,6,428250,Meridian'93
Dovetail Games - Trains,"('Simulation',)",Train Simulator: Norfolk Southern Big 7s Loco Add-On,2015-12-18,19,325964,Digital Train Model
SMD Gaming Studio,"('Action', 'Indie')",Furfly,2015-12-18,0,429040,SMD Gaming Studio
Wargaming.net,"('Strategy',)",Total Annihilation,1997-09-30,4,298030,Cavedog Entertainment
Dovetail Games - Trains,"('Simulation',)",Train Simulator: DB BR 361 Loco Add-On,2015-12-18,19,325994,Dovetail Games
GrabTheGames,"('Adventure', 'Indie')",Space Pilgrim Episode I: Alpha Centauri,2015-12-14,1,429470,"Pilgrim Adventures,GrabTheGames Studios"
Pump Action Games,"('Action', 'Indie', 'Early Access')",Moonshot,2015-12-21,4,426930,Pump Action Games
Zadzen Games Ltd.,"('Action', 'Massively Multiplayer', 'RPG')",Elements: Epic Heroes,2015-12-21,6,410490,Zadzen Games Ltd.
Roaming Ground Studio,"('Action', 'Casual', 'Indie')",UnSummoning: the Spectral Horde,2015-12-21,3,417060,Roaming Ground Studio
Spooky Cat,"('Casual', 'Indie')",Snake Blocks,2015-12-21,4,339320,Spooky Cat
Sirlin Games,"('Indie', 'Strategy')",Puzzle Strike,2015-12-21,14,386740,Sirlin Games
RunServer,"('Adventure',)",Dance of Death,2015-12-21,3,430020,eight game studio
Bulkhead Studios Corporation,"('Action', 'Indie')",Lightrise™,2015-12-21,0,382250,Bulkhead Studios Corporation
Sketchy Logic,"('Adventure', 'Indie')",Aviary Attorney,2015-12-21,14,384630,Sketchy Logic
Nordic Mist Games,"('Casual', 'Indie', 'Strategy')",Nature Defenders,2015-12-21,1,430280,Nordic Mist Games
JDM4iK,"('Action', 'Indie', 'Massively Multiplayer', 'Racing', 'Simulation', 'Sports')",Drift Streets Japan,2015-12-21,4,412880,JDM4iK
Shark Tree Studios,"('Action', 'Indie')",Hauntsters,2015-12-22,4,428240,Shark Tree Studios
Nexon Europe,"('Action', 'Casual', 'Free to Play', 'Massively Multiplayer')",Counter-Strike Nexon: Zombies - Rivals DLC,2015-12-23,14,429450,Nexon
Mayhem Games USA,"('Action', 'Indie', 'Simulation', 'Early Access')",Strange Space,2015-12-22,0,361250,Mayhem Games USA
Stygian Software,"('Indie', 'RPG')",UnderRail,2015-12-18,14,250520,Stygian Software
8Floor,"('Casual', 'Strategy')",Gnomes Garden,2015-12-18,5,415830,"Workroom7,Creobit"
HyperKat Games,"('Action',)",ScudBuster,2015-12-18,4,425010,HyperKat Games
Stoneworks Games,"('Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access')",Blood of Magic,2015-12-18,9,426590,Stoneworks Games
Choice of Games,"('Indie', 'RPG')",The ORPHEUS Ruse,2013-12-01,4,428020,Choice of Games
OlderBytes,"('Adventure', 'Indie', 'RPG')",Swords and Sorcery - Underworld - Definitive Edition,2015-12-15,14,408400,OlderBytes
Best Gaem Studio,"('Adventure', 'Casual', 'Indie', 'RPG', 'Simulation')",Pay2Win: The Tricks Exposed,2015-12-15,4,416760,Best Gaem Studio
From Nothing Game Studios,"('Casual', 'Indie')",GravBlocks - Puzzle Solver,2015-12-15,0,420450,From Nothing Game Studios
From Nothing Game Studios,"('Casual', 'Indie')",GravBlocks,2015-12-16,3,403300,From Nothing Game Studios
Second Variety Games,"('Action', 'Adventure', 'Indie')",Monsterland,2015-12-14,0,406920,Second Variety Games
KIXEYE,"('Free to Play', 'Massively Multiplayer', 'Strategy')",VEGA Conflict,2015-12-14,0,339600,KIXEYE
Huy Phan,"('Indie', 'RPG', 'Simulation', 'Strategy')",Star Nomad 2,2015-12-14,12,414950,Huy Phan
Sirlin Games,"('Indie', 'Strategy')",Puzzle Strike - Shadows Characters,2015-12-21,14,408550,Sirlin Games
Cliax Games,"('Racing',)",Nulldrifters,2015-12-14,1,397640,Cliax Games
Zoo Corporation,"('Action', 'Casual', 'Simulation')",Avaris 2: The Return of the Empress,2015-12-15,7,421890,StudioGIW
Vlambeer,"('Action', 'Indie', 'RPG')",Nuclear Throne - Original Soundtrack by Jukio Kallio,2015-12-14,7,428400,Jukio Kallio
Flightless,"('Action', 'Indie', 'Strategy', 'Early Access')",Element,2015-12-14,10,422300,Flightless
Offworld Industries,"('Action', 'Indie', 'Strategy', 'Early Access')",Squad,2015-12-14,39,393380,Offworld Industries
Queen Birdface Productions,"('Action', 'Casual', 'Indie')",Gem Wars: Attack of the Jiblets,2015-12-15,0,370590,Queen Birdface Productions
Minindustries Game Factory,"('Indie', 'Racing', 'Simulation', 'Sports')",MicroRC Simulation,2015-12-15,1,418170,Minindustries Game Factory
VGstudio,"('Action', 'Adventure')",Project Pulsation,2015-12-15,4,424000,VGstudio
Travian Games GmbH,"('Action', 'Casual', 'Indie')",Pyramid Raid,2015-12-15,2,386510,Travian Games GmbH
Slitherine Ltd.,"('Strategy',)",Heroes of Normandie: US Rangers,2015-12-15,1,421100,Cat Rabbit
"Bigben Interactive, Plug In Digital","('Racing',)",WRC 5 - WRC eSports Pack 1,2015-12-15,2,398472,Kylotonn Racing Games
Ravenscourt,"('Adventure',)",Undercover Missions: Operation Kursk K-141,2015-12-11,9,403390,The Game Species
GDT Limited,"('Action', 'Free to Play', 'Massively Multiplayer', 'Racing', 'Early Access')",Metal War Online: Retribution,2015-12-11,0,412470,GDT Limited
Droog71,"('Action', 'Indie', 'RPG')",Axion,2015-12-11,1,380570,Droog71
"Bigben Interactive, Plug In Digital","('Racing',)",WRC 5 - Season Pass,2015-12-15,7,398471,Kylotonn Racing Games
Grip Games,"('Casual', 'Indie', 'Sports')",Foosball: World Tour,2015-12-11,8,386400,"Grip Games,3Division"
Grip Games,"('Casual', 'Indie', 'Sports')",Foosball: World Tour - Bonus Cities,2015-12-11,1,401700,"Grip Games,3Division"
Choice of Games,"('Indie', 'RPG')",Choice of Kung Fu,2012-12-19,4,423440,Choice of Games
KISS ltd,"('Indie',)","1,000 Heads Among the Trees",2015-12-11,6,406730,Aaron Oldenburg
GuGames Development,"('Action', 'Adventure', 'Indie', 'RPG')",Stories of Bethem: Full Moon,2015-12-11,4,412270,GuGames Development
"Bigben Interactive, Plug In Digital","('Racing',)",WRC 5 - WRC Concept Car S,2015-12-11,2,398470,Kylotonn Racing Games
Interplay Entertainment Corp.,"('Casual', 'Strategy')",Battle Chess: Game of Kings™,2015-12-11,29,200150,"Olde Sküül,Sculptured Software"
Abrupt Games,"('Casual',)",Rubled,2015-12-10,2,402460,Abrupt Games
Piranha Games Inc.,"('Action', 'Free to Play', 'Massively Multiplayer', 'Simulation', 'Strategy')",MechWarrior Online™ - Heavy ‘Mech Performance Steam Pack,2015-12-10,49,412242,Piranha Games Inc.
Piranha Games Inc.,"('Action', 'Free to Play', 'Massively Multiplayer', 'Simulation', 'Strategy')",MechWarrior Online™ - Assault ‘Mech Performance Steam Pack,2015-12-10,59,412243,Piranha Games Inc.
Snowbird Games,"('Action', 'Adventure', 'Indie', 'RPG', 'Strategy')",Blood and Gold: Caribbean!,2015-12-10,19,413710,Snowbird Games
Piranha Games Inc.,"('Action', 'Free to Play', 'Massively Multiplayer', 'Simulation', 'Strategy')",MechWarrior Online™ - Light ‘Mech Performance Steam Pack,2015-12-10,29,412240,Piranha Games Inc.
Piranha Games Inc.,"('Action', 'Free to Play', 'Massively Multiplayer', 'Simulation', 'Strategy')",MechWarrior Online™ - Medium ‘Mech Performance Steam Pack,2015-12-10,39,412241,Piranha Games Inc.
Trion Worlds,"('Action', 'Free to Play', 'Massively Multiplayer', 'RPG')",Devilian,2015-12-10,0,407510,Bluehole Ginno Games
Trion Worlds,"('Action', 'Free to Play', 'Massively Multiplayer', 'RPG')",Devilian: Awakened Pack,2015-12-10,19,425981,Bluehole Ginno Games
Trion Worlds,"('Action', 'Free to Play', 'Massively Multiplayer', 'RPG')",Devilian: Revival Pack,2015-12-10,4,425980,Bluehole Ginno Games
Degica,"('Indie', 'RPG')",Pale Echoes,2015-12-10,4,377190,Wyrmling Productions
Dovetail Games - Flight,"('Simulation',)",FSX: Steam Edition - REX 4 Texture Direct Enhanced Edition Add-On,2015-12-10,24,379542,REX
Dovetail Games - Flight,"('Simulation',)",FSX: Steam Edition - FTX Trees HD Add-On,2015-12-10,12,379565,Orbx
Sekai Project,"('Action', 'Indie')",Reverse x Reverse,2015-12-10,9,413580,desunoya
"MindBlocks Studio, LLC","('Action', 'Adventure', 'Indie', 'RPG')",Block Story™,2015-12-10,2,270110,"MindBlocks Studio, LLC"
Arc System Works,"('Action',)",GGXrd System Voice - MILLIA RAGE,2015-12-09,0,419476,Arc System Works
Outerminds Inc.,"('Action', 'Adventure', 'Indie')",PewDiePie: Legend of the Brofist,2015-12-10,7,390520,Outerminds Inc.
Milestone S.r.l.,"('Racing', 'Simulation', 'Sports')",MotoGP™15 Compact,2015-12-10,9,403880,Milestone S.r.l.
Rising Star Games,"('Action', 'Indie')",Fist Slash: Of Ultimate Fury,2015-12-10,3,409070,Sinclair Strange
"CINEMAX, s.r.o.","('Audio Production', 'Utilities')",Rytmik Ultimate,2015-12-10,17,375840,"CINEMAX, s.r.o."
"Cliffhanger Productions, THQ Nordic","('Indie', 'RPG', 'Strategy')",Shadowrun Chronicles: INFECTED Director's Cut,2015-12-10,29,421900,Cliffhanger Productions
Aerosoft GmbH,"('Simulation',)",OMSI 2 Add-On Projekt Gladbeck,2015-12-10,34,405360,Kevin Nitschmann/Darius Bode
Scherrer Medien GmbH,"('Action', 'Adventure', 'Indie')",Crossbow Warrior - The Legend of William Tell,2015-12-10,4,412010,MobyDick Games
Dovetail Games - Trains,"('Simulation',)",Train Simulator: NJ TRANSIT® GP40PH-2B Loco Add-On,2015-12-10,19,325991,Dovetail Games
"TopWare Interactive, ACE","('Indie', 'Strategy')",RoBoRumble,1998-02-24,5,420970,Metropolis
Square Enix,"('RPG',)",LIGHTNING RETURNS™: FINAL FANTASY® XIII,2015-12-10,19,345350,Square Enix
DotEmu,"('Action',)",Raiden Legacy - Steam Edition,2015-12-10,9,407600,DotEmu
Arc System Works,"('Action',)",GGXrd Extra Color Palettes - AXL LOW,2015-12-09,0,419947,Arc System Works
Arc System Works,"('Action',)",GGXrd Extra Color Palettes - POTEMKIN,2015-12-09,0,419946,Arc System Works
Arc System Works,"('Action',)",GGXrd Extra Color Palettes - FAUST,2015-12-09,0,419948,Arc System Works
Arc System Works,"('Action',)",GGXrd Extra Color Palettes - CHIPP ZANUFF,2015-12-09,0,419944,Arc System Works
Arc System Works,"('Action',)",GGXrd Extra Color Palettes - MAY,2015-12-09,0,419942,Arc System Works
Arc System Works,"('Action',)",GGXrd Extra Color Palettes - VENOM,2015-12-09,0,419945,Arc System Works
Arc System Works,"('Action',)",GGXrd Extra Color Palettes - KY KISKE,2015-12-09,0,419941,Arc System Works
Arc System Works,"('Action',)",GGXrd Extra Color Palettes - SOL BADGUY,2015-12-09,0,419940,Arc System Works
Arc System Works,"('Action',)",GGXrd Extra Color Palettes - MILLIA RAGE,2015-12-09,0,419943,Arc System Works
Arc System Works,"('Action',)",GGXrd System Voice - LEO WHITEFANG,2015-12-09,0,419939,Arc System Works
Arc System Works,"('Action',)",GGXrd System Voice - SLAYER,2015-12-09,0,419933,Arc System Works
Arc System Works,"('Action',)",GGXrd System Voice - BEDMAN,2015-12-09,0,419935,Arc System Works
Arc System Works,"('Action',)",GGXrd System Voice - RAMLETHAL VALENTINE,2015-12-09,0,419936,Arc System Works
Arc System Works,"('Action',)",GGXrd System Voice - FAUST,2015-12-09,0,419931,Arc System Works
Arc System Works,"('Action',)",GGXrd System Voice - AXL LOW,2015-12-09,0,419930,Arc System Works
Arc System Works,"('Action',)",GGXrd System Voice - POTEMKIN,2015-12-09,0,419479,Arc System Works
Arc System Works,"('Action',)",GGXrd System Voice - VENOM,2015-12-09,0,419478,Arc System Works
Arc System Works,"('Action',)",GGXrd System Voice - CHIPP ZANUFF,2015-12-09,0,419477,Arc System Works
iFun4all S.A.,"('Action', 'Indie')",Red Game Without A Great Name,2015-12-09,2,419500,iFun4all S.A.
Kingdom Games,"('Action', 'Adventure', 'Indie', 'RPG')",FIVE: Guardians of David Art Book,2015-12-09,2,422691,Kingdom Games
OMNIDREAM CREATIONS,"('Action', 'Indie')",Vector Strain,2015-12-09,4,419090,OMNIDREAM CREATIONS
Kingdom Games,"('Action', 'Adventure', 'Indie', 'RPG')",FIVE: Guardians of David Soundtrack,2015-12-09,2,422690,Kingdom Games
Quality Simulations,"('Indie', 'Simulation')",Vehicle Simulator,2009-03-27,24,416190,Quality Simulations
Quality Simulations,"('Indie', 'Simulation')",Essential Gliders,2015-12-09,0,425910,Quality Simulations
Quality Simulations,"('Indie', 'Simulation')",Essential Helicopters,2015-12-09,0,425920,Quality Simulations
Quality Simulations,"('Indie', 'Simulation')",Essential Boats,2015-12-09,0,425930,Quality Simulations
Quality Simulations,"('Indie', 'Simulation')",Essential Planes,2015-12-09,0,425750,Quality Simulations
Quality Simulations,"('Indie', 'Simulation')",Essential Scenery,2015-12-09,0,425940,Quality Simulations
Viva Media,"('Simulation', 'Sports')",Wrestling Spirit 3,2015-12-09,19,422140,Grey Dog Software
Startreming,"('Indie', 'Sports', 'Strategy')",LocoSoccer,2015-12-09,0,396360,Startreming
"KOEI TECMO GAMES CO., LTD.","('Simulation',)",Romance of the Three Kingdoms Maker / 三国志ツクール,2015-12-09,9,397720,"KOEI TECMO GAMES CO., LTD."
Arc System Works,"('Action',)",GGXrd Extra Color Palettes - LEO WHITEFANG,2015-12-09,0,419966,Arc System Works
Viva Media,"('RPG', 'Simulation')",Comic Book Hero: The Greatest Cape,2015-12-09,19,422130,Grey Dog Software
"KOEI TECMO GAMES CO., LTD.","('Simulation',)",RTK Maker - Upgrade to Full Edition - 三国志ツクール フル版アップグレードキー,2015-12-09,9,413590,"KOEI TECMO GAMES CO., LTD."
DigitalEZ,"('Action', 'Casual', 'Indie')",Gun Wings,2014-03-03,3,348240,"Mercury Stone,Angels Blue Digital Entertainment,DigitalEZ"
Team17 Digital Ltd,"('Action', 'Adventure', 'Indie', 'Simulation', 'Strategy')",The Escapists - Santa's Sweatshop,2015-12-08,0,412990,Team17 Digital Ltd
Odd Comet Games,"('Action', 'Indie', 'Strategy')",Castle Chaos,2015-12-08,7,412410,Odd Comet Games
Fun Infused Games,"('Action', 'Adventure', 'Indie')",VolChaos,2015-12-08,2,354030,Fun Infused Games
Z-Software GmbH,"('Adventure', 'Indie')",History in Letters - The Eternal Alchemist,2015-12-08,7,318680,Z-Software
Dovetail Games - Flight,"('Simulation',)",FSX: Steam Edition - Diamond DA20-100 Katana 4X Add-On,2015-12-08,24,379563,Aerosoft GmbH
